timestamp,domain,mode,server_ip,step,response,rtt_ms,total_time_ms,cache_status,servers_visited
2025-10-26T19:04:28.230395,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.8635,27.9784,N/A (No Cache),1
2025-10-26T19:04:28.258490,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.2391,27.3986,N/A (No Cache),1
2025-10-26T19:04:28.286060,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.9089,27.0419,N/A (No Cache),1
2025-10-26T19:04:28.313290,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6074,24.7002,N/A (No Cache),1
2025-10-26T19:04:34.730887,main.vscode-cdn.net (A),Forwarding,8.8.8.8,Forwarded,"Response Received",29.6152,30.0198,N/A (No Cache),1
2025-10-26T19:04:34.761092,main.vscode-cdn.net (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",28.1835,28.3546,N/A (No Cache),1
2025-10-26T19:04:48.436495,play.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.0481,27.2748,N/A (No Cache),1
2025-10-26T19:04:48.463895,play.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.3646,25.6083,N/A (No Cache),1
2025-10-26T19:04:52.433758,mobile.events.data.microsoft.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.8938,28.0383,N/A (No Cache),1
2025-10-26T19:04:52.473956,mobile.events.data.microsoft.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",24.0834,24.1845,N/A (No Cache),1
2025-10-26T19:04:52.646004,default.exp-tas.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.7137,25.8527,N/A (No Cache),1
2025-10-26T19:04:52.684240,default.exp-tas.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",24.8263,24.9617,N/A (No Cache),1
2025-10-26T19:04:57.285360,one.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",30.3948,30.5490,N/A (No Cache),1
2025-10-26T19:04:57.316054,one.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.9187,26.0494,N/A (No Cache),1
2025-10-26T19:04:59.433158,default.exp-tas.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0232,25.2666,N/A (No Cache),1
2025-10-26T19:04:59.470643,default.exp-tas.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",29.6538,29.8729,N/A (No Cache),1
2025-10-26T19:05:02.844872,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.3405,26.4986,N/A (No Cache),1
2025-10-26T19:05:04.266266,i1.api.augmentcode.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.0996,27.3845,N/A (No Cache),1
2025-10-26T19:05:04.305934,i1.api.augmentcode.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",25.2059,25.4669,N/A (No Cache),1
2025-10-26T19:05:05.758882,mobile.events.data.microsoft.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.7741,24.9050,N/A (No Cache),1
2025-10-26T19:05:05.795936,mobile.events.data.microsoft.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",24.3311,24.4434,N/A (No Cache),1
2025-10-26T19:05:09.036792,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.7018,24.8418,N/A (No Cache),1
2025-10-26T19:05:11.047289,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.2105,24.3874,N/A (No Cache),1
2025-10-26T19:05:17.975374,www.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.2933,26.4800,N/A (No Cache),1
2025-10-26T19:05:18.001994,www.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.2348,24.4014,N/A (No Cache),1
2025-10-26T19:05:18.237724,www.googleapis.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.4699,24.6596,N/A (No Cache),1
2025-10-26T19:05:18.262507,www.googleapis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.1347,26.2606,N/A (No Cache),1
2025-10-26T19:05:18.338705,lh3.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.5451,25.7137,N/A (No Cache),1
2025-10-26T19:05:18.364555,lh3.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.9807,26.1626,N/A (No Cache),1
2025-10-26T19:05:18.397823,ogads-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.2019,27.3781,N/A (No Cache),1
2025-10-26T19:05:18.425355,ogads-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.5849,25.7289,N/A (No Cache),1
2025-10-26T19:05:18.451215,appsitemsuggest-pa.googleapis.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.5075,27.6887,N/A (No Cache),1
2025-10-26T19:05:18.479074,appsitemsuggest-pa.googleapis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.4564,26.6492,N/A (No Cache),1
2025-10-26T19:05:18.505846,lh3.googleusercontent.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",29.0983,29.2649,N/A (No Cache),1
2025-10-26T19:05:18.535285,lh3.googleusercontent.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.0078,24.1718,N/A (No Cache),1
2025-10-26T19:05:19.385038,play.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0146,25.1293,N/A (No Cache),1
2025-10-26T19:05:19.410306,play.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.5690,24.7860,N/A (No Cache),1
2025-10-26T19:05:19.752912,optimizationguide-pa.googleapis.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",28.1544,28.3451,N/A (No Cache),1
2025-10-26T19:05:19.781400,optimizationguide-pa.googleapis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.9126,25.0485,N/A (No Cache),1
2025-10-26T19:05:19.806551,sheets.new (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",28.1618,28.3229,N/A (No Cache),1
2025-10-26T19:05:19.835132,sheets.new (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.3753,26.5331,N/A (No Cache),1
2025-10-26T19:05:19.861839,docs.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.5712,24.7335,N/A (No Cache),1
2025-10-26T19:05:19.886780,docs.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.7300,28.0769,N/A (No Cache),1
2025-10-26T19:05:19.915015,fonts.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.3526,24.5061,N/A (No Cache),1
2025-10-26T19:05:19.939698,fonts.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.1713,25.3186,N/A (No Cache),1
2025-10-26T19:05:19.965142,sheets.new (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.9339,27.1730,N/A (No Cache),1
2025-10-26T19:05:19.992458,sheets.new (A),Forwarding,8.8.8.8,Forwarded,"Response Received",33.7439,33.9477,N/A (No Cache),1
2025-10-26T19:05:20.026629,safebrowsing.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",29.1719,29.3252,N/A (No Cache),1
2025-10-26T19:05:20.056084,safebrowsing.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.1282,24.2558,N/A (No Cache),1
2025-10-26T19:05:20.080489,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",89.0000,89.1821,N/A (No Cache),1
2025-10-26T19:05:20.169865,sheets.new (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.7785,26.9415,N/A (No Cache),1
2025-10-26T19:05:20.197066,sheets.new (A),Forwarding,8.8.8.8,Forwarded,"Response Received",23.9351,24.1134,N/A (No Cache),1
2025-10-26T19:05:20.221298,www.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.9590,26.1092,N/A (No Cache),1
2025-10-26T19:05:20.247568,www.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4791,25.6717,N/A (No Cache),1
2025-10-26T19:05:20.273348,apis.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.7719,27.9212,N/A (No Cache),1
2025-10-26T19:05:20.301394,apis.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6139,24.7965,N/A (No Cache),1
2025-10-26T19:05:20.471926,drive-thirdparty.googleusercontent.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",81.1665,81.3425,N/A (No Cache),1
2025-10-26T19:05:20.553382,drive-thirdparty.googleusercontent.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.8167,25.9750,N/A (No Cache),1
2025-10-26T19:05:20.702339,mobile.events.data.microsoft.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.8505,26.0272,N/A (No Cache),1
2025-10-26T19:05:20.728515,mobile.events.data.microsoft.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.0998,24.3609,N/A (No Cache),1
2025-10-26T19:05:21.146304,fonts.googleapis.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.1088,25.3084,N/A (No Cache),1
2025-10-26T19:05:21.171895,fonts.googleapis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4693,25.6319,N/A (No Cache),1
2025-10-26T19:05:21.265715,lh3.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.1833,27.3719,N/A (No Cache),1
2025-10-26T19:05:21.293237,lh3.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6909,24.8327,N/A (No Cache),1
2025-10-26T19:05:21.433768,lh3.googleusercontent.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4204,25.8362,N/A (No Cache),1
2025-10-26T19:05:21.459794,lh3.googleusercontent.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.5697,24.7741,N/A (No Cache),1
2025-10-26T19:05:21.747961,ssl.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.9318,27.4498,N/A (No Cache),1
2025-10-26T19:05:21.775993,ssl.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.2226,24.3857,N/A (No Cache),1
2025-10-26T19:05:21.800521,content-autofill.googleapis.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.6810,25.8555,N/A (No Cache),1
2025-10-26T19:05:21.826529,content-autofill.googleapis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.2736,25.5961,N/A (No Cache),1
2025-10-26T19:05:21.852312,ogads-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",23.8583,24.2779,N/A (No Cache),1
2025-10-26T19:05:21.876768,ogads-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.9639,25.1212,N/A (No Cache),1
2025-10-26T19:05:21.902047,waa-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.4226,24.6584,N/A (No Cache),1
2025-10-26T19:05:21.926927,waa-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",23.9413,24.1485,N/A (No Cache),1
2025-10-26T19:05:22.657140,peoplestack-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.3127,24.5173,N/A (No Cache),1
2025-10-26T19:05:22.681826,peoplestack-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.1844,25.3301,N/A (No Cache),1
2025-10-26T19:05:23.274110,appsgenaiserver-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.6743,26.8462,N/A (No Cache),1
2025-10-26T19:05:23.301114,appsgenaiserver-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.1424,26.3383,N/A (No Cache),1
2025-10-26T19:05:23.363188,appsgrowthpromo-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",28.6140,28.7898,N/A (No Cache),1
2025-10-26T19:05:23.392113,appsgrowthpromo-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.7948,27.9424,N/A (No Cache),1
2025-10-26T19:05:23.992198,addons-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.1905,26.4339,N/A (No Cache),1
2025-10-26T19:05:24.018806,addons-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.5481,26.9239,N/A (No Cache),1
2025-10-26T19:05:24.045890,ssl.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0943,25.2640,N/A (No Cache),1
2025-10-26T19:05:24.071316,ssl.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6649,24.9813,N/A (No Cache),1
2025-10-26T19:05:24.150695,i1.api.augmentcode.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6441,24.8425,N/A (No Cache),1
2025-10-26T19:05:24.187826,i1.api.augmentcode.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0828,25.2833,N/A (No Cache),1
2025-10-26T19:05:24.448035,contacts.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",29.5298,29.7713,N/A (No Cache),1
2025-10-26T19:05:24.477938,contacts.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.6517,25.8155,N/A (No Cache),1
2025-10-26T19:05:24.693188,accounts.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.7512,27.9903,N/A (No Cache),1
2025-10-26T19:05:24.721351,accounts.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.6422,25.8133,N/A (No Cache),1
2025-10-26T19:05:35.845723,clients4.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",26.7823,26.9043,N/A (No Cache),1
2025-10-26T19:05:35.872736,clients4.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.6987,24.8315,N/A (No Cache),1
2025-10-26T19:05:42.223545,o4509262619082752.ingest.us.sentry.io (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.2751,24.3857,N/A (No Cache),1
2025-10-26T19:05:42.260277,o4509262619082752.ingest.us.sentry.io (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4686,25.6314,N/A (No Cache),1
2025-10-26T19:06:01.265397,one.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",88.2304,88.4130,N/A (No Cache),1
2025-10-26T19:06:01.354033,one.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.4548,24.6840,N/A (No Cache),1
2025-10-26T19:06:01.528596,collector.github.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.3683,24.5359,N/A (No Cache),1
2025-10-26T19:06:01.553285,collector.github.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0173,25.2051,N/A (No Cache),1
2025-10-26T19:06:03.931042,i1.api.augmentcode.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",28.2421,28.5370,N/A (No Cache),1
2025-10-26T19:06:03.971935,i1.api.augmentcode.com (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",24.1501,24.2898,N/A (No Cache),1
2025-10-26T19:06:04.857811,o4509262619082752.ingest.us.sentry.io (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.5072,25.7950,N/A (No Cache),1
2025-10-26T19:06:04.896139,o4509262619082752.ingest.us.sentry.io (AAAA),Forwarding,8.8.8.8,Forwarded,"Response Received",25.7266,25.9018,N/A (No Cache),1
2025-10-26T19:06:19.370030,beacons.gcp.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.1080,27.2772,N/A (No Cache),1
2025-10-26T19:06:19.397536,beacons.gcp.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.1441,25.2812,N/A (No Cache),1
2025-10-26T19:06:22.505741,beacons.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.5001,24.8687,N/A (No Cache),1
2025-10-26T19:06:22.530937,beacons.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.3066,26.5687,N/A (No Cache),1
2025-10-26T19:06:24.489061,beacons2.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",24.3084,24.4846,N/A (No Cache),1
2025-10-26T19:06:24.513716,beacons2.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.3305,26.4778,N/A (No Cache),1
2025-10-26T19:06:45.152364,ssl.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",30.4530,30.6675,N/A (No Cache),1
2025-10-26T19:06:45.183164,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.7543,24.9124,N/A (No Cache),1
2025-10-26T19:06:45.208214,ssl.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.5864,24.7171,N/A (No Cache),1
2025-10-26T19:06:45.328393,beacons.gcp.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.9187,26.0746,N/A (No Cache),1
2025-10-26T19:06:45.354582,beacons.gcp.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.6395,25.7623,N/A (No Cache),1
2025-10-26T19:06:45.769883,www.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.6022,27.7858,N/A (No Cache),1
2025-10-26T19:06:45.797812,www.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.9469,26.0973,N/A (No Cache),1
2025-10-26T19:06:49.336756,beacons4.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",29.2826,29.4774,N/A (No Cache),1
2025-10-26T19:06:49.366456,beacons4.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.1632,24.3273,N/A (No Cache),1
2025-10-26T19:06:50.742649,ssl.gstatic.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",28.6534,28.8236,N/A (No Cache),1
2025-10-26T19:06:50.771604,ssl.gstatic.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.1427,24.2798,N/A (No Cache),1
2025-10-26T19:06:51.025417,waa-pa.clients6.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.0010,25.3205,N/A (No Cache),1
2025-10-26T19:06:51.050931,waa-pa.clients6.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.2988,25.5055,N/A (No Cache),1
2025-10-26T19:07:00.771124,clients4.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",33.2954,33.5438,N/A (No Cache),1
2025-10-26T19:07:00.804909,clients4.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.7095,24.8532,N/A (No Cache),1
2025-10-26T19:07:01.588769,mobile.events.data.microsoft.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.1638,26.3584,N/A (No Cache),1
2025-10-26T19:07:01.615414,mobile.events.data.microsoft.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.3847,25.5620,N/A (No Cache),1
2025-10-26T19:07:07.261726,accounts.youtube.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.7066,27.8327,N/A (No Cache),1
2025-10-26T19:07:07.289748,accounts.youtube.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.7494,26.9115,N/A (No Cache),1
2025-10-26T19:07:15.890739,wpad (A),Forwarding,8.8.8.8,Forwarded,"Response Received",29.3550,29.6447,N/A (No Cache),1
2025-10-26T19:07:22.221414,play.google.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",27.0877,27.2512,N/A (No Cache),1
2025-10-26T19:07:22.248810,play.google.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.0848,24.2727,N/A (No Cache),1
2025-10-26T19:07:22.524641,beacons.gcp.gvt2.com (UNKNOWN),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4595,25.7242,N/A (No Cache),1
2025-10-26T19:07:22.550606,beacons.gcp.gvt2.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.7471,25.0249,N/A (No Cache),1
2025-10-26T19:07:28.280031,sapendolo.it (A),Forwarding,8.8.8.8,Forwarded,"Response Received",28.8563,29.2075,N/A (No Cache),1
2025-10-26T19:07:28.392309,boneshoppe.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",31.9586,32.2375,N/A (No Cache),1
2025-10-26T19:07:28.498752,boh10suphanburi.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",32.2824,32.5372,N/A (No Cache),1
2025-10-26T19:07:28.605374,ugotrelis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",406.5831,406.9068,N/A (No Cache),1
2025-10-26T19:07:29.087072,ugotrelis.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.6073,26.9227,N/A (No Cache),1
2025-10-26T19:07:29.188105,florenseusa.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",27.0212,27.2889,N/A (No Cache),1
2025-10-26T19:07:29.289517,florenseusa.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",90.1091,90.3990,N/A (No Cache),1
2025-10-26T19:07:29.454804,overseasmedical.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",478.0107,478.3213,N/A (No Cache),1
2025-10-26T19:07:30.006971,overseasmedical.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.7494,27.0243,N/A (No Cache),1
2025-10-26T19:07:30.107856,alb-automobiles.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",88.5596,88.8658,N/A (No Cache),1
2025-10-26T19:07:30.273351,pces.in (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.8235,27.0884,N/A (No Cache),1
2025-10-26T19:07:30.374338,pces.in (A),Forwarding,8.8.8.8,Forwarded,"Response Received",34.8792,35.1646,N/A (No Cache),1
2025-10-26T19:07:30.481968,gardeninginflorida.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",31.3153,31.6014,N/A (No Cache),1
2025-10-26T19:07:30.587818,gardeninginflorida.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",91.3372,91.5952,N/A (No Cache),1
2025-10-26T19:07:30.754880,gurukulonline.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.9883,27.2496,N/A (No Cache),1
2025-10-26T19:07:30.856882,gurukulonline.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",24.9968,25.2461,N/A (No Cache),1
2025-10-26T19:07:30.955700,oneworldinfo.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.4909,26.8159,N/A (No Cache),1
2025-10-26T19:07:31.056685,oneworldinfo.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",28.4579,28.7628,N/A (No Cache),1
2025-10-26T19:07:31.159004,valdo.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.8998,27.1823,N/A (No Cache),1
2025-10-26T19:07:31.261167,valdo.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.6593,26.9957,N/A (No Cache),1
2025-10-26T19:07:31.362302,rubenquinones.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",25.4250,25.6810,N/A (No Cache),1
2025-10-26T19:07:31.460856,rubenquinones.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",38.5449,38.8925,N/A (No Cache),1
2025-10-26T19:07:31.573927,sf-notifications.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",32.5134,32.8727,N/A (No Cache),1
2025-10-26T19:07:31.680113,originalmagicart.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",26.5074,26.7665,N/A (No Cache),1
2025-10-26T19:07:31.781042,originalmagicart.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",94.9967,95.2454,N/A (No Cache),1
2025-10-26T19:07:31.950051,yunpda.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",256.1059,256.3701,N/A (No Cache),1
2025-10-26T19:07:32.282869,adverman.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",516.8111,517.0445,N/A (No Cache),1
2025-10-26T19:07:32.873039,adverman.com (A),Forwarding,8.8.8.8,Forwarded,"Response Received",29.3517,29.6288,N/A (No Cache),1
